Division of Management Information Course Information System,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
"Enrollments and IUs by Course, Subject, and Offering Department",,,,,,,,,,,,,,,,
2018-19,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
2018-19 courses are still in progress. Final figures will be available by the end of September.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1. By Term and Course,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Term,College,Dept,Subject,Course,Course Enrollment by student level,,,,,,IUs by student level,,,,,
FA18,KR,1-495,MUS,412,0,14,0,2,0,16,0,42,0,6,0,48
FA18,KR,1-495,MUS,418,1,24,0,2,11,38,3,72,0,7,42,124
FA18,KR,1-495,MUS,430,0,11,0,2,1,14,0,22,0,4,2,28
FA18,KR,1-495,MUS,431,0,5,0,0,1,6,0,10,0,0,2,12
FA18,KR,1-495,MUS,435,1,8,0,7,0,16,2,16,0,14,0,32
FA18,KR,1-495,MUS,437,0,16,0,3,1,20,0,32,0,8,4,44
FA18,KR,1-495,MUS,439,0,27,0,0,0,27,0,81,0,0,0,81
FA18,KR,1-495,MUS,443,2,8,0,9,0,19,2,8,0,9,0,19
FA18,KR,1-495,MUS,448,0,12,0,0,2,14,0,36,0,0,6,42
FA18,KR,1-495,MUS,449,0,7,0,1,0,8,0,14,0,2,0,16
FA18,KR,1-495,MUS,450,16,35,0,181,124,356,16,35,0,181,124,356
FA18,KR,1-495,MUS,451,0,0,0,1,2,3,0,0,0,2,4,6
FA18,KR,1-495,MUS,454,1,6,0,2,2,11,2,12,0,4,4,22
FA18,KR,1-495,MUS,456,0,1,0,4,0,5,0,2,0,8,0,10
FA18,KR,1-495,MUS,459,0,0,0,2,19,21,0,0,0,8,80,88
FA18,KR,1-495,MUS,462,0,0,0,4,2,6,0,0,0,8,4,12
FA18,KR,1-495,MUS,464,2,16,0,2,2,22,6,48,0,8,8,70
FA18,KR,1-495,MUS,466,0,5,0,3,1,9,0,12,0,8,4,24
FA18,KR,1-495,MUS,467,0,4,0,0,0,4,0,8,0,0,0,8
FA18,KR,1-495,MUS,468,6,7,0,11,1,25,12,14,0,22,2,50
FA18,KR,1-495,MUS,474,0,6,0,0,0,6,0,6,0,0,0,6
FA18,KR,1-495,MUS,477,0,0,0,4,3,7,0,0,0,10,8,18
FA18,KR,1-495,MUS,478,1,0,0,2,0,3,2,0,0,6,0,8
FA18,KR,1-495,MUS,479,0,0,0,3,3,6,0,0,0,10,6,16
FA18,KR,1-495,MUS,480,0,3,0,4,0,7,0,12,0,14,0,26
FA18,KR,1-495,MUS,481,1,15,0,7,6,29,2,44,0,18,17,81
FA18,KR,1-495,MUS,482,0,1,0,2,2,5,0,4,0,8,6,18
FA18,KR,1-495,MUS,483,0,5,0,5,1,11,0,15,0,12,2,29
FA18,KR,1-495,MUS,484,0,4,0,0,0,4,0,14,0,0,0,14
FA18,KR,1-495,MUS,485,0,1,0,0,1,2,0,4,0,0,2,6
FA18,KR,1-495,MUS,486,0,1,0,0,0,1,0,3,0,0,0,3
FA18,KR,1-495,MUS,487,0,2,0,0,0,2,0,6,0,0,0,6
FA18,KR,1-495,MUS,488,0,10,0,0,1,11,0,32,0,0,2,34
FA18,KR,1-495,MUS,489,0,1,0,0,0,1,0,4,0,0,0,4
FA18,KR,1-495,MUS,490,0,7,0,0,0,7,0,24,0,0,0,24
FA18,KR,1-495,MUS,491,0,1,0,0,0,1,0,4,0,0,0,4
FA18,KR,1-495,MUS,492,0,6,0,0,0,6,0,21,0,0,0,21
FA18,KR,1-495,MUS,493,0,1,0,0,0,1,0,3,0,0,0,3
FA18,KR,1-495,MUS,494,0,6,0,0,1,7,0,18,0,0,2,20
FA18,KR,1-495,MUS,495,0,1,0,1,1,3,0,3,0,2,2,7
FA18,KR,1-495,MUS,496,0,1,0,0,0,1,0,4,0,0,0,4
FA18,KR,1-495,MUS,497,0,1,0,0,1,2,0,3,0,0,2,5
FA18,KR,1-495,MUS,498,0,4,0,0,0,4,0,14,0,0,0,14
FA18,KR,1-495,MUS,499,13,53,0,24,15,105,13,101.5,0,57,28.5,200
FA18,KR,1-495,MUS,500,0,0,0,7,1,8,0,0,0,7,1,8
FA18,KR,1-495,MUS,501,0,0,0,21,11,32,0,0,0,84,44,128
FA18,KR,1-495,MUS,502,0,0,0,12,8,20,0,0,0,36,24,60
FA18,KR,1-495,MUS,504,0,0,0,6,4,10,0,0,0,24,16,40
FA18,KR,1-495,MUS,506,0,0,0,4,7,11,0,0,0,16,28,44
FA18,KR,1-495,MUS,507,0,0,0,7,7,14,0,0,0,18,20,38
FA18,KR,1-495,MUS,509,0,0,0,1,2,3,0,0,0,2,4,6
FA18,KR,1-495,MUS,511,0,0,0,3,5,8,0,0,0,12,20,32
FA18,KR,1-495,MUS,519,0,0,0,5,8,13,0,0,0,20,32,52
FA18,KR,1-495,MUS,522,0,0,0,1,4,5,0,0,0,4,16,20
FA18,KR,1-495,MUS,523,0,0,0,4,6,10,0,0,0,16,24,40
FA18,KR,1-495,MUS,525,0,0,0,2,0,2,0,0,0,6,0,6
FA18,KR,1-495,MUS,528,0,0,0,28,24,52,0,0,0,56,48,104
FA18,KR,1-495,MUS,529,0,0,0,4,0,4,0,0,0,16,0,16
FA18,KR,1-495,MUS,532,0,0,0,1,2,3,0,0,0,4,8,12
FA18,KR,1-495,MUS,535,0,0,0,4,1,5,0,0,0,16,4,20
FA18,KR,1-495,MUS,539,0,0,0,6,11,17,0,0,0,12,22,34
FA18,KR,1-495,MUS,540,0,0,0,1,0,1,0,0,0,4,0,4
FA18,KR,1-495,MUS,544,0,0,0,0,4,4,0,0,0,0,16,16
FA18,KR,1-495,MUS,546,0,0,0,3,0,3,0,0,0,12,0,12
FA18,KR,1-495,MUS,548,0,0,0,5,2,7,0,0,0,20,8,28
FA18,KR,1-495,MUS,553,0,0,0,3,3,6,0,0,0,12,8,20
FA18,KR,1-495,MUS,557,0,0,0,6,2,8,0,0,0,24,8,32
FA18,KR,1-495,MUS,558,0,0,0,14,1,15,0,0,0,56,4,60
FA18,KR,1-495,MUS,560,0,0,0,10,3,13,0,0,0,40,12,52
FA18,KR,1-495,MUS,561,0,0,0,11,3,14,0,0,0,44,12,56
FA18,KR,1-495,MUS,563,0,0,0,1,5,6,0,0,0,2,10,12
FA18,KR,1-495,MUS,565,0,0,0,0,5,5,0,0,0,0,10,10
FA18,KR,1-495,MUS,566,0,0,0,17,19,36,0,0,0,68,74,142
FA18,KR,1-495,MUS,573,0,0,0,0,3,3,0,0,0,0,12,12
FA18,KR,1-495,MUS,574,0,0,0,2,1,3,0,0,0,8,4,12
FA18,KR,1-495,MUS,576,0,0,0,0,108,108,0,0,0,0,563,563
FA18,KR,1-495,MUS,577,0,0,0,2,2,4,0,0,0,8,8,16
FA18,KR,1-495,MUS,579,0,0,0,0,2,2,0,0,0,0,7,7
FA18,KR,1-495,MUS,580,0,0,0,8,8,16,0,0,0,35,28,63
FA18,KR,1-495,MUS,581,0,0,0,25,5,30,0,0,0,96,20,116
FA18,KR,1-495,MUS,582,0,0,0,0,2,2,0,0,0,0,8,8
FA18,KR,1-495,MUS,583,0,0,0,8,9,17,0,0,0,33,32,65
FA18,KR,1-495,MUS,584,0,0,0,1,1,2,0,0,0,4,4,8
FA18,KR,1-495,MUS,585,0,0,0,3,0,3,0,0,0,11,0,11
FA18,KR,1-495,MUS,586,0,0,0,1,2,3,0,0,0,4,8,12
FA18,KR,1-495,MUS,587,0,0,0,1,1,2,0,0,0,4,4,8
FA18,KR,1-495,MUS,588,0,0,0,5,2,7,0,0,0,20,6,26
FA18,KR,1-495,MUS,589,0,0,0,2,1,3,0,0,0,8,4,12
FA18,KR,1-495,MUS,590,0,0,0,3,1,4,0,0,0,12,4,16
FA18,KR,1-495,MUS,591,0,0,0,1,4,5,0,0,0,4,16,20
FA18,KR,1-495,MUS,592,0,0,0,4,2,6,0,0,0,14,8,22
FA18,KR,1-495,MUS,593,0,0,0,5,2,7,0,0,0,18,6,24
FA18,KR,1-495,MUS,594,0,0,0,1,2,3,0,0,0,4,8,12
FA18,KR,1-495,MUS,595,0,0,0,1,3,4,0,0,0,4,12,16
FA18,KR,1-495,MUS,596,0,0,0,0,1,1,0,0,0,0,4,4
FA18,KR,1-495,MUS,597,0,0,0,1,2,3,0,0,0,4,6,10
FA18,KR,1-495,MUS,598,0,0,0,1,2,3,0,0,0,4,8,12
FA18,KR,1-495,MUS,599,0,0,0,4,26,30,0,0,0,28,159,187
FA18,KR,1-526,ART,100,12,28,0,0,0,40,36,84,0,0,0,120
FA18,KR,1-526,ART,102,28,50,0,2,0,80,84,150,0,6,0,240
FA18,KR,1-526,ART,103,28,51,0,0,1,80,84,153,0,0,3,240
FA18,KR,1-526,ART,104,5,15,0,0,0,20,15,45,0,0,0,60
FA18,KR,1-526,ART,105,16,32,0,0,0,48,48,96,0,0,0,144
FA18,KR,1-526,ART,140,101,36,0,0,0,137,303,108,0,0,0,411
FA18,KR,1-526,ART,150,10,3,0,0,0,13,20,6,0,0,0,26
FA18,KR,1-526,ART,151,8,0,0,0,0,8,24,0,0,0,0,24
FA18,KR,1-526,ART,154,7,0,0,0,0,7,14,0,0,0,0,14
FA18,KR,1-526,ART,155,7,1,0,0,0,8,21,3,0,0,0,24
FA18,KR,1-526,ART,201,1,12,0,0,0,13,2,24,0,0,0,26
FA18,KR,1-526,ART,310,0,47,0,0,0,47,0,141,0,0,0,141
FA18,KR,1-526,ARTD,101,40,0,0,0,0,40,120,0,0,0,0,120
FA18,KR,1-526,ARTD,151,39,1,0,0,0,40,117,3,0,0,0,120
FA18,KR,1-526,ARTD,160,14,2,0,0,0,16,42,6,0,0,0,48
FA18,KR,1-526,ARTD,201,51,20,0,0,0,71,204,80,0,0,0,284
FA18,KR,1-526,ARTD,217,18,38,0,0,0,56,54,114,0,0,0,168
FA18,KR,1-526,ARTD,218,40,20,0,1,0,61,80,40,0,2,0,122
FA18,KR,1-526,ARTD,222,36,15,0,1,0,52,108,45,0,3,0,156
FA18,KR,1-526,ARTD,225,51,22,0,0,0,73,153,66,0,0,0,219
FA18,KR,1-526,ARTD,230,6,27,0,0,0,33,18,81,0,0,0,99
FA18,KR,1-526,ARTD,251,36,20,0,0,0,56,72,40,0,0,0,112
FA18,KR,1-526,ARTD,260,6,14,0,0,0,20,18,42,0,0,0,60
FA18,KR,1-526,ARTD,262,4,17,0,0,0,21,12,51,0,0,0,63
FA18,KR,1-526,ARTD,270,4,53,0,0,0,57,12,159,0,0,0,171
FA18,KR,1-526,ARTD,299,5,16,0,2,0,23,11,38,0,4,0,53
FA18,KR,1-526,ARTD,301,4,49,0,0,0,53,16,196,0,0,0,212
FA18,KR,1-526,ARTD,328,5,53,0,0,0,58,15,159,0,0,0,174
FA18,KR,1-526,ARTD,351,5,90,0,0,0,95,10,180,0,0,0,190
FA18,KR,1-526,ARTD,360,2,10,0,0,0,12,6,30,0,0,0,36
FA18,KR,1-526,ARTD,362,4,11,0,0,0,15,12,33,0,0,0,45
FA18,KR,1-526,ARTD,363,0,12,0,0,0,12,0,36,0,0,0,36
FA18,KR,1-526,ARTD,371,0,35,0,0,0,35,0,70,0,0,0,70
FA18,KR,1-526,ARTD,391,1,8,0,0,0,9,3,21,0,0,0,24
FA18,KR,1-526,ARTD,399,0,10,0,0,0,10,0,36,0,0,0,36
FA18,KR,1-526,ARTD,401,0,35,0,0,0,35,0,140,0,0,0,140
FA18,KR,1-526,ARTD,415,0,16,0,2,0,18,0,48,0,8,0,56
FA18,KR,1-526,ARTD,418,4,49,0,0,0,53,8,98,0,0,0,106
FA18,KR,1-526,ARTD,420,2,15,0,4,0,21,6,45,0,12,0,63
FA18,KR,1-526,ARTD,426,0,38,0,0,0,38,0,114,0,0,0,114
FA18,KR,1-526,ARTD,444,0,11,0,0,0,11,0,33,0,0,0,33
FA18,KR,1-526,ARTD,460,0,11,0,0,0,11,0,33,0,0,0,33
FA18,KR,1-526,ARTD,501,0,0,0,7,0,7,0,0,0,42,0,42
FA18,KR,1-526,ARTD,503,0,0,0,4,0,4,0,0,0,24,0,24
FA18,KR,1-526,ARTD,505,0,0,0,4,0,4,0,0,0,24,0,24
FA18,KR,1-526,ARTD,591,0,0,0,13,0,13,0,0,0,37,0,37
FA18,KR,1-526,ARTD,595,0,0,0,6,0,6,0,0,0,24,0,24
FA18,KR,1-526,ARTD,599,0,0,0,4,0,4,0,0,0,8,0,8
FA18,KR,1-526,ARTE,202,7,14,0,1,0,22,21,42,0,3,0,66
FA18,KR,1-526,ARTE,203,2,10,0,1,0,13,6,30,0,3,0,39
FA18,KR,1-526,ARTE,204,2,6,0,1,0,9,4,12,0,2,0,18
FA18,KR,1-526,ARTE,302,0,6,0,0,0,6,0,18,0,0,0,18
FA18,KR,1-526,ARTE,391,0,2,0,0,0,2,0,4,0,0,0,4
FA18,KR,1-526,ARTE,401,0,4,0,1,0,5,0,16,0,4,0,20
FA18,KR,1-526,ARTE,475,0,8,0,3,2,13,0,24,0,12,8,44
FA18,KR,1-526,ARTE,591,0,0,0,0,2,2,0,0,0,0,5,5
FA18,KR,1-526,ARTE,593,0,0,0,11,8,19,0,0,0,44,32,76
FA18,KR,1-526,ARTE,599,0,0,0,1,1,2,0,0,0,4,12,16
FA18,KR,1-526,ARTF,101,141,20,0,0,0,161,282,40,0,0,0,322
FA18,KR,1-526,ARTF,102,39,2,0,0,0,41,117,6,0,0,0,123
FA18,KR,1-526,ARTF,106,40,0,0,0,0,40,120,0,0,0,0,120
FA18,KR,1-526,ARTH,110,100,21,0,1,0,122,300,63,0,3,0,366
FA18,KR,1-526,ARTH,114,2,18,0,0,0,20,8,72,0,0,0,80
FA18,KR,1-526,ARTH,231,19,15,0,0,0,34,57,45,0,0,0,102
FA18,KR,1-526,ARTH,242,32,38,0,0,0,70,96,114,0,0,0,210
FA18,KR,1-526,ARTH,299,1,7,0,0,0,8,3,21,0,0,0,24
FA18,KR,1-526,ARTH,310,5,17,0,0,0,22,15,51,0,0,0,66
FA18,KR,1-526,ARTH,360,6,29,0,0,0,35,18,87,0,0,0,105
FA18,KR,1-526,ARTH,391,0,2,0,0,0,2,0,5,0,0,0,5
FA18,KR,1-526,ARTH,403,3,20,0,2,0,25,9,60,0,8,0,77
FA18,KR,1-526,ARTH,546,0,0,0,6,2,8,0,0,0,24,8,32
FA18,KR,1-526,ARTH,591,0,0,0,0,4,4,0,0,0,0,14,14
FA18,KR,1-526,ARTH,593,0,0,0,3,2,5,0,0,0,12,8,20
FA18,KR,1-526,ARTH,599,0,0,0,0,10,10,0,0,0,0,106,106
FA18,KR,1-526,ARTS,201,14,4,0,0,0,18,42,12,0,0,0,54
FA18,KR,1-526,ARTS,205,5,15,0,0,0,20,15,45,0,0,0,60
FA18,KR,1-526,ARTS,210,12,20,0,1,0,33,36,60,0,3,0,99
FA18,KR,1-526,ARTS,230,8,8,0,0,0,16,24,24,0,0,0,48
FA18,KR,1-526,ARTS,231,0,2,0,1,0,3,0,6,0,3,0,9
FA18,KR,1-526,ARTS,241,11,6,0,0,0,17,33,18,0,0,0,51
FA18,KR,1-526,ARTS,243,41,14,0,0,0,55,123,42,0,0,0,165
FA18,KR,1-526,ARTS,244,25,10,0,0,0,35,75,30,0,0,0,105
FA18,KR,1-526,ARTS,250,15,21,0,3,0,39,45,63,0,9,0,117
FA18,KR,1-526,ARTS,251,33,8,0,0,0,41,99,24,0,0,0,123
FA18,KR,1-526,ARTS,252,5,10,0,0,0,15,15,30,0,0,0,45
FA18,KR,1-526,ARTS,280,24,15,0,0,0,39,72,45,0,0,0,117
FA18,KR,1-526,ARTS,299,4,22,0,0,0,26,12,66,0,0,0,78
FA18,KR,1-526,ARTS,330,0,1,0,0,0,1,0,3,0,0,0,3
FA18,KR,1-526,ARTS,331,0,2,0,0,0,2,0,6,0,0,0,6
FA18,KR,1-526,ARTS,350,2,10,0,0,0,12,8,40,0,0,0,48
FA18,KR,1-526,ARTS,391,0,5,0,0,0,5,0,11,0,0,0,11
FA18,KR,1-526,ARTS,405,1,11,0,2,1,15,3,33,0,8,4,48
FA18,KR,1-526,ARTS,443,4,14,0,0,0,18,12,42,0,0,0,54
FA18,KR,1-526,ARTS,445,3,11,0,7,1,22,9,33,0,28,4,74
FA18,KR,1-526,ARTS,450,0,8,0,0,0,8,0,32,0,0,0,32
FA18,KR,1-526,ARTS,457,0,10,0,0,1,11,0,30,0,0,3,33
FA18,KR,1-526,ARTS,591,0,0,0,13,0,13,0,0,0,46,0,46
FA18,KR,1-526,ARTS,595,0,0,0,41,0,41,0,0,0,164,0,164
FA18,KR,1-569,LA,101,39,27,0,9,0,75,78,54,0,18,0,150
FA18,KR,1-569,LA,233,10,7,0,0,0,17,50,35,0,0,0,85
FA18,KR,1-569,LA,250,10,10,0,0,0,20,30,30,0,0,0,60
FA18,KR,1-569,LA,280,13,6,0,2,0,21,39,18,0,6,0,63
FA18,KR,1-569,LA,335,0,11,0,0,0,11,0,55,0,0,0,55
FA18,KR,1-569,LA,336,0,0,0,12,0,12,0,0,0,60,0,60
FA18,KR,1-569,LA,342,0,11,0,16,0,27,0,44,0,64,0,108
FA18,KR,1-569,LA,345,0,0,0,2,0,2,0,0,0,15,0,15
FA18,KR,1-569,LA,346,0,12,0,20,0,32,0,24,0,40,0,64
FA18,KR,1-569,LA,370,8,19,1,0,1,29,24,57,3,0,3,87
FA18,KR,1-569,LA,390,4,2,0,0,0,6,4,2,0,0,0,6
FA18,KR,1-569,LA,437,3,12,0,0,0,15,15,60,0,0,0,75
FA18,KR,1-569,LA,452,2,14,0,1,0,17,6,42,0,3,0,51
FA18,KR,1-569,LA,501,3,0,0,16,0,19,6,0,0,32,0,38
FA18,KR,1-569,LA,537,0,0,0,25,0,25,0,0,0,125,0,125
FA18,KR,1-569,LA,587,0,0,1,6,1,8,0,0,4,23,4,31
FA18,KR,1-569,LA,590,0,0,0,6,6,12,0,0,0,19,31,50
FA18,KR,1-569,LA,599,0,0,0,2,6,8,0,0,0,6,72,78
FA18,KR,1-644,FAA,101,334,0,0,0,0,334,334,0,0,0,0,334
FA18,KR,1-644,FAA,110,74,36,0,0,0,110,222,108,0,0,0,330
FA18,KR,1-644,FAA,220,14,76,0,0,0,90,42,228,0,0,0,270
FA18,KR,1-644,FAA,299,0,8,0,0,0,8,0,96,0,0,0,96
FA18,KR,1-644,FAA,499,0,1,0,5,0,6,0,2,0,10,0,12
FA18,KR,1-733,UP,101,108,59,0,0,0,167,324,177,0,0,0,501
FA18,KR,1-733,UP,199,1,0,0,0,0,1,3,0,0,0,0,3
FA18,KR,1-733,UP,203,13,8,0,0,0,21,39,24,0,0,0,63
FA18,KR,1-733,UP,211,18,11,0,0,0,29,54,33,0,0,0,87
FA18,KR,1-733,UP,260,11,12,0,0,0,23,33,36,0,0,0,69
FA18,KR,1-733,UP,301,0,5,0,0,0,5,0,5,0,0,0,5
FA18,KR,1-733,UP,312,11,24,0,0,0,35,44,96,0,0,0,140
FA18,KR,1-733,UP,330,14,17,0,0,0,31,42,51,0,0,0,93
FA18,KR,1-733,UP,390,0,1,0,0,0,1,0,3,0,0,0,3
FA18,KR,1-733,UP,397,0,3,0,0,0,3,0,3,0,0,0,3
FA18,KR,1-733,UP,401,0,32,0,0,0,32,0,32,0,0,0,32
