Division of Management Information Course Information System,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
"Enrollments and IUs by Course, Subject, and Offering Department",,,,,,,,,,,,,,,,
2018-19,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
2018-19 courses are still in progress. Final figures will be available by the end of September.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1. By Term and Course,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Term,College,Dept,Subject,Course,Course Enrollment by student level,,,,,,IUs by student level,,,,,
FA18,KM,1-902,BADM,311,9,85,0,0,0,94,27,255,0,0,0,282
FA18,KM,1-902,BADM,312,10,75,0,0,0,85,30,225,0,0,0,255
FA18,KM,1-902,BADM,313,0,25,0,0,0,25,0,75,0,0,0,75
FA18,KM,1-902,BADM,314,20,24,0,0,0,44,60,72,0,0,0,132
FA18,KM,1-902,BADM,320,21,618,0,0,0,639,63,"1,854.00",0,0,0,"1,917.00"
FA18,KM,1-902,BADM,321,9,40,0,0,0,49,27,120,0,0,0,147
FA18,KM,1-902,BADM,322,11,96,0,0,0,107,33,288,0,0,0,321
FA18,KM,1-902,BADM,323,8,30,0,0,0,38,24,90,0,0,0,114
FA18,KM,1-902,BADM,324,0,42,0,0,0,42,0,126,0,0,0,126
FA18,KM,1-902,BADM,325,15,57,0,0,0,72,45,171,0,0,0,216
FA18,KM,1-902,BADM,326,5,33,0,1,0,39,15,99,0,3,0,117
FA18,KM,1-902,BADM,327,0,46,0,0,0,46,0,138,0,0,0,138
FA18,KM,1-902,BADM,329,1,38,0,0,0,39,3,114,0,0,0,117
FA18,KM,1-902,BADM,332,0,5,0,0,0,5,0,20,0,0,0,20
FA18,KM,1-902,BADM,335,0,67,0,0,0,67,0,201,0,0,0,201
FA18,KM,1-902,BADM,336,0,53,0,0,0,53,0,159,0,0,0,159
FA18,KM,1-902,BADM,340,5,35,0,0,0,40,15,105,0,0,0,120
FA18,KM,1-902,BADM,350,52,253,0,0,0,305,156,759,0,0,0,915
FA18,KM,1-902,BADM,351,5,61,0,0,0,66,15,183,0,0,0,198
FA18,KM,1-902,BADM,352,0,167,0,0,0,167,0,501,0,0,0,501
FA18,KM,1-902,BADM,353,0,113,0,0,0,113,0,339,0,0,0,339
FA18,KM,1-902,BADM,356,5,51,0,0,0,56,15,153,0,0,0,168
FA18,KM,1-902,BADM,365,0,34,0,0,0,34,0,102,0,0,0,102
FA18,KM,1-902,BADM,367,1,63,0,0,0,64,3,189,0,0,0,192
FA18,KM,1-902,BADM,374,14,139,0,0,0,153,42,417,0,0,0,459
FA18,KM,1-902,BADM,375,23,170,0,0,0,193,69,510,0,0,0,579
FA18,KM,1-902,BADM,377,3,47,0,0,0,50,9,141,0,0,0,150
FA18,KM,1-902,BADM,378,5,52,0,0,0,57,15,156,0,0,0,171
FA18,KM,1-902,BADM,380,8,103,0,0,0,111,24,309,0,0,0,333
FA18,KM,1-902,BADM,381,14,39,0,1,0,54,42,117,0,3,0,162
FA18,KM,1-902,BADM,382,5,24,0,0,0,29,15,72,0,0,0,87
FA18,KM,1-902,BADM,394,1,1,0,0,0,2,4,2,0,0,0,6
FA18,KM,1-902,BADM,395,3,44,0,0,0,47,7,58,0,0,0,65
FA18,KM,1-902,BADM,403,0,7,0,36,0,43,0,28,0,144,0,172
FA18,KM,1-902,BADM,420,5,85,0,0,0,90,15,255,0,0,0,270
FA18,KM,1-902,BADM,445,0,18,0,10,1,29,0,72,0,40,4,116
FA18,KM,1-902,BADM,446,3,16,0,7,1,27,12,64,0,28,4,108
FA18,KM,1-902,BADM,449,0,398,0,0,0,398,0,"1,194.00",0,0,0,"1,194.00"
FA18,KM,1-902,BADM,453,1,35,0,0,0,36,3,105,0,0,0,108
FA18,KM,1-902,BADM,458,0,33,0,0,0,33,0,99,0,0,0,99
FA18,KM,1-902,BADM,460,0,55,0,0,0,55,0,165,0,0,0,165
FA18,KM,1-902,BADM,502,0,0,0,15,0,15,0,0,0,30,0,30
FA18,KM,1-902,BADM,503,0,0,0,0,7,7,0,0,0,0,14,14
FA18,KM,1-902,BADM,504,0,0,0,0,8,8,0,0,0,0,16,16
FA18,KM,1-902,BADM,507,0,0,0,0,6,6,0,0,0,0,24,24
FA18,KM,1-902,BADM,508,0,0,0,79,0,79,0,0,0,166,0,166
FA18,KM,1-902,BADM,509,0,0,0,109,0,109,0,0,0,396,0,396
FA18,KM,1-902,BADM,513,0,0,0,15,0,15,0,0,0,30,0,30
FA18,KM,1-902,BADM,514,0,0,0,52,0,52,0,0,0,104,0,104
FA18,KM,1-902,BADM,520,0,0,0,849,2,851,0,0,0,"3,136.00",8,"3,144.00"
FA18,KM,1-902,BADM,525,0,0,0,70,0,70,0,0,0,140,0,140
FA18,KM,1-902,BADM,528,0,0,0,32,0,32,0,0,0,128,0,128
FA18,KM,1-902,BADM,532,0,0,0,16,3,19,0,0,0,64,12,76
FA18,KM,1-902,BADM,535,0,0,0,15,0,15,0,0,0,30,0,30
FA18,KM,1-902,BADM,540,0,0,0,78,0,78,0,0,0,192,0,192
FA18,KM,1-902,BADM,549,0,0,0,0,19,19,0,0,0,0,38,38
FA18,KM,1-902,BADM,553,0,0,0,40,0,40,0,0,0,160,0,160
FA18,KM,1-902,BADM,554,0,0,0,35,0,35,0,0,0,140,0,140
FA18,KM,1-902,BADM,559,0,0,0,45,0,45,0,0,0,180,0,180
FA18,KM,1-902,BADM,562,0,0,0,53,0,53,0,0,0,212,0,212
FA18,KM,1-902,BADM,566,0,0,0,51,0,51,0,0,0,102,0,102
FA18,KM,1-902,BADM,567,0,0,0,703,2,705,0,0,0,"2,548.00",8,"2,556.00"
FA18,KM,1-902,BADM,572,0,0,0,107,0,107,0,0,0,340,0,340
FA18,KM,1-902,BADM,576,0,0,0,44,1,45,0,0,0,176,4,180
FA18,KM,1-902,BADM,582,0,0,0,54,0,54,0,0,0,216,0,216
FA18,KM,1-902,BADM,586,0,0,0,38,0,38,0,0,0,152,0,152
FA18,KM,1-902,BADM,588,0,0,0,1,0,1,0,0,0,4,0,4
FA18,KM,1-902,BADM,590,3,2,0,"2,232.00",16,"2,253.00",12,8,0,"6,456.70",46,"6,522.70"
FA18,KM,1-902,BADM,591,0,0,0,1,50,51,0,0,0,4,78,82
FA18,KM,1-902,BADM,593,0,0,0,63,0,63,0,0,0,252,0,252
FA18,KM,1-902,BADM,594,0,0,0,1,3,4,0,0,0,2,8,10
FA18,KM,1-902,BADM,595,0,0,0,23,0,23,0,0,0,46,0,46
FA18,KM,1-902,BADM,599,0,0,0,0,26,26,0,0,0,0,247,247
FA18,KM,1-902,BUS,101,808,59,0,0,0,867,"2,424.00",177,0,0,0,"2,601.00"
FA18,KM,1-902,BUS,120,32,0,0,0,0,32,64,0,0,0,0,64
FA18,KM,1-902,BUS,199,19,33,0,0,0,52,19,33,0,0,0,52
FA18,KM,1-902,BUS,299,0,4,0,1,0,5,0,8,0,2,0,10
FA18,KM,1-902,BUS,399,1,24,0,0,0,25,12,287,0,0,0,299
,,,,,,,,,,,,,,,,
"2. By Term, Subject, and Level",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Term,College,Dept,Subject,Level,Course Enrollment by student level,,,,,,IUs by student level,,,,,
,,,,,Fr/,Junior/,Profnl,Grad 1,Grad 2,Total,Fr/,Junior/,Profnl,Grad 1,Grad 2,Total
,,,,,Soph,Senior,,,,,Soph,Senior,,,,
FA18,KM,1-230,MBA,500,0,0,0,490,0,490,0,0,0,"1,008.00",0,"1,008.00"
FA18,KM,1-260,FIN,200,282,539,0,0,0,821,846,"1,617.00",0,0,0,"2,463.00"
FA18,KM,1-260,FIN,300,64,614,0,0,0,678,188,"1,658.00",0,0,0,"1,846.00"
FA18,KM,1-260,FIN,400,57,644,1,8,0,710,169,"1,904.00",4,31,0,"2,108.00"
FA18,KM,1-260,FIN,500,0,0,2,"2,180.00",62,"2,244.00",0,0,8,"7,838.00",344,"8,190.00"
FA18,KM,1-346,ACCY,100,3,18,0,0,0,21,3,20,0,0,0,23
FA18,KM,1-346,ACCY,200,566,619,0,0,0,"1,185.00","1,698.00","1,857.00",0,0,0,"3,555.00"
FA18,KM,1-346,ACCY,300,35,"1,080.00",0,7,0,"1,122.00",115,"3,322.00",0,24,0,"3,461.00"
FA18,KM,1-346,ACCY,400,0,377,0,126,0,503,0,"1,132.00",0,503,0,"1,635.00"
FA18,KM,1-346,ACCY,500,0,1,0,"2,884.00",23,"2,908.00",0,4,0,"10,204.00",147,"10,355.00"
FA18,KM,1-902,BADM,100,26,108,0,0,0,134,52,220,0,0,0,272
FA18,KM,1-902,BADM,200,48,97,0,0,0,145,94,211,0,0,0,305
FA18,KM,1-902,BADM,300,529,"3,463.00",0,2,0,"3,994.00","1,586.00","10,319.00",0,6,0,"11,911.00"
FA18,KM,1-902,BADM,400,9,647,0,53,2,711,30,"1,982.00",0,212,8,"2,232.00"
FA18,KM,1-902,BADM,500,3,2,0,"4,821.00",143,"4,969.00",12,8,0,"15,406.70",503,"15,929.70"
FA18,KM,1-902,BUS,100,859,92,0,0,0,951,"2,507.00",210,0,0,0,"2,717.00"
FA18,KM,1-902,BUS,200,0,4,0,1,0,5,0,8,0,2,0,10
FA18,KM,1-902,BUS,300,1,24,0,0,0,25,12,287,0,0,0,299
,,,,,,,,,,,,,,,,
3. By Term and Subject,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Term,College,Dept,Subject,Course,Course Enrollment by student level,,,,,,IUs by student level,,,,,
,,,,,Fr/,Junior/,Profnl,Grad 1,Grad 2,Total,Fr/,Junior/,Profnl,Grad 1,Grad 2,Total
,,,,,Soph,Senior,,,,,Soph,Senior,,,,
FA18,KM,1-230,MBA,All,0,0,0,490,0,490,0,0,0,"1,008.00",0,"1,008.00"
FA18,KM,1-260,FIN,All,403,"1,797.00",3,"2,188.00",62,"4,453.00","1,203.00","5,179.00",12,"7,869.00",344,"14,607.00"
FA18,KM,1-346,ACCY,All,604,"2,095.00",0,"3,017.00",23,"5,739.00","1,816.00","6,335.00",0,"10,731.00",147,"19,029.00"
FA18,KM,1-902,BADM,All,615,"4,317.00",0,"4,876.00",145,"9,953.00","1,774.00","12,740.00",0,"15,624.70",511,"30,649.70"
FA18,KM,1-902,BUS,All,860,120,0,1,0,981,"2,519.00",505,0,2,0,"3,026.00"
,,,,,,,,,,,,,,,,
4. By Subject (All terms),,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Term,College,Dept,Subject,Course,Course Enrollment by student level,,,,,,IUs by student level,,,,,
,,,,,Fr/,Junior/,Profnl,Grad 1,Grad 2,Total,Fr/,Junior/,Profnl,Grad 1,Grad 2,Total
,,,,,Soph,Senior,,,,,Soph,Senior,,,,
All,KM,1-230,MBA,All,0,0,0,490,0,490,0,0,0,"1,008.00",0,"1,008.00"
All,KM,1-260,FIN,All,403,"1,797.00",3,"2,188.00",62,"4,453.00","1,203.00","5,179.00",12,"7,869.00",344,"14,607.00"
All,KM,1-346,ACCY,All,604,"2,095.00",0,"3,017.00",23,"5,739.00","1,816.00","6,335.00",0,"10,731.00",147,"19,029.00"
All,KM,1-902,BADM,All,615,"4,317.00",0,"4,876.00",145,"9,953.00","1,774.00","12,740.00",0,"15,624.70",511,"30,649.70"
All,KM,1-902,BUS,All,860,120,0,1,0,981,"2,519.00",505,0,2,0,"3,026.00"
,,,,,,,,,,,,,,,,
"5. By Term, Department, and Level",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Term,College,Dept,Subject,Level,Course Enrollment by student level,,,,,,IUs by student level,,,,,
,,,,,Fr/,Junior/,Profnl,Grad 1,Grad 2,Total,Fr/,Junior/,Profnl,Grad 1,Grad 2,Total
,,,,,Soph,Senior,,,,,Soph,Senior,,,,
FA18,KM,1-230,All,500,0,0,0,490,0,490,0,0,0,"1,008.00",0,"1,008.00"
FA18,KM,1-260,All,200,282,539,0,0,0,821,846,"1,617.00",0,0,0,"2,463.00"
FA18,KM,1-260,All,300,64,614,0,0,0,678,188,"1,658.00",0,0,0,"1,846.00"
FA18,KM,1-260,All,400,57,644,1,8,0,710,169,"1,904.00",4,31,0,"2,108.00"
FA18,KM,1-260,All,500,0,0,2,"2,180.00",62,"2,244.00",0,0,8,"7,838.00",344,"8,190.00"
FA18,KM,1-346,All,100,3,18,0,0,0,21,3,20,0,0,0,23
FA18,KM,1-346,All,200,566,619,0,0,0,"1,185.00","1,698.00","1,857.00",0,0,0,"3,555.00"
FA18,KM,1-346,All,300,35,"1,080.00",0,7,0,"1,122.00",115,"3,322.00",0,24,0,"3,461.00"
FA18,KM,1-346,All,400,0,377,0,126,0,503,0,"1,132.00",0,503,0,"1,635.00"
FA18,KM,1-346,All,500,0,1,0,"2,884.00",23,"2,908.00",0,4,0,"10,204.00",147,"10,355.00"
FA18,KM,1-902,All,100,885,200,0,0,0,"1,085.00","2,559.00",430,0,0,0,"2,989.00"
FA18,KM,1-902,All,200,48,101,0,1,0,150,94,219,0,2,0,315
FA18,KM,1-902,All,300,530,"3,487.00",0,2,0,"4,019.00","1,598.00","10,606.00",0,6,0,"12,210.00"
FA18,KM,1-902,All,400,9,647,0,53,2,711,30,"1,982.00",0,212,8,"2,232.00"
FA18,KM,1-902,All,500,3,2,0,"4,821.00",143,"4,969.00",12,8,0,"15,406.70",503,"15,929.70"
,,,,,,,,,,,,,,,,
6. By Term and Department,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Term,College,Dept,Subject,Level,Course Enrollment by student level,,,,,,IUs by student level,,,,,
,,,,,Fr/,Junior/,Profnl,Grad 1,Grad 2,Total,Fr/,Junior/,Profnl,Grad 1,Grad 2,Total
,,,,,Soph,Senior,,,,,Soph,Senior,,,,
FA18,KM,1-230,All,All,0,0,0,490,0,490,0,0,0,"1,008.00",0,"1,008.00"
FA18,KM,1-260,All,All,403,"1,797.00",3,"2,188.00",62,"4,453.00","1,203.00","5,179.00",12,"7,869.00",344,"14,607.00"
FA18,KM,1-346,All,All,604,"2,095.00",0,"3,017.00",23,"5,739.00","1,816.00","6,335.00",0,"10,731.00",147,"19,029.00"
FA18,KM,1-902,All,All,"1,475.00","4,437.00",0,"4,877.00",145,"10,934.00","4,293.00","13,245.00",0,"15,626.70",511,"33,675.70"
,,,,,,,,,,,,,,,,
"7. By Term, College, and Level",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Term,College,Dept,Subject,Level,Course Enrollment by student level,,,,,,IUs by student level,,,,,
,,,,,Fr/,Junior/,Profnl,Grad 1,Grad 2,Total,Fr/,Junior/,Profnl,Grad 1,Grad 2,Total
,,,,,Soph,Senior,,,,,Soph,Senior,,,,
FA18,KM,All,All,100,888,218,0,0,0,"1,106.00","2,562.00",450,0,0,0,"3,012.00"
FA18,KM,All,All,200,896,"1,259.00",0,1,0,"2,156.00","2,638.00","3,693.00",0,2,0,"6,333.00"
FA18,KM,All,All,300,629,"5,181.00",0,9,0,"5,819.00","1,901.00","15,586.00",0,30,0,"17,517.00"
FA18,KM,All,All,400,66,"1,668.00",1,187,2,"1,924.00",199,"5,018.00",4,746,8,"5,975.00"
FA18,KM,All,All,500,3,3,2,"10,375.00",228,"10,611.00",12,12,8,"34,456.70",994,"35,482.70"
,,,,,,,,,,,,,,,,
8. By Term and College,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Term,College,Dept,Subject,Level,Course Enrollment by student level,,,,,,IUs by student level,,,,,
,,,,,Fr/,Junior/,Profnl,Grad 1,Grad 2,Total,Fr/,Junior/,Profnl,Grad 1,Grad 2,Total
,,,,,Soph,Senior,,,,,Soph,Senior,,,,
FA18,KM,All,All,All,"2,482.00","8,329.00",3,"10,572.00",230,"21,616.00","7,312.00","24,759.00",12,"35,234.70","1,002.00","68,319.70"
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Division of Management Information,,,,,,,,,,,,,,,,
100 Swanlund Administration Building,,,,,,,,,,,,,,,,
"601 East John Street, MC304",,,,,,,,,,,,,,,,
"Champaign, IL 61820",,,,,,,,,,,,,,,,
phone: (217) 333-3551 | fax: (217) 244-2098 | email: dmi@illinois.edu,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
© Copyright 2018 University of Illinois Board of Trustees,,,,,,,,,,,,,,,,
