Division of Management Information Course Information System,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
"Enrollments and IUs by Course, Subject, and Offering Department",,,,,,,,,,,,,,,,
2018-19,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
2018-19 courses are still in progress. Final figures will be available by the end of September.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1. By Term and Course,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Term,College,Dept,Subject,Course,Course Enrollment by student level,,,,,,IUs by student level,,,,,
,,,,,Fr/,Junior/,Profnl,Grad 1,Grad 2,Total,Fr/,Junior/,Profnl,Grad 1,Grad 2,Total
,,,,,Soph,Senior,,,,,Soph,Senior,,,,
FA18,LP,1-992,IS,351,0,15,0,0,0,15,0,45,0,0,0,45
FA18,LP,1-992,IS,390,0,6,0,0,0,6,0,18,0,0,0,18
FA18,LP,1-992,IS,403,0,0,0,39,0,39,0,0,0,124,0,124
FA18,LP,1-992,IS,418,0,0,0,9,0,9,0,0,0,36,0,36
FA18,LP,1-992,IS,451,0,4,0,10,1,15,0,16,0,40,4,60
FA18,LP,1-992,IS,452,1,2,0,60,3,66,4,6,0,168,12,190
FA18,LP,1-992,IS,457,1,27,0,76,3,107,4,108,0,304,12,428
FA18,LP,1-992,IS,458,0,0,0,38,1,39,0,0,0,104,2,106
FA18,LP,1-992,IS,490,0,5,0,70,1,76,0,20,0,252,4,276
FA18,LP,1-992,IS,501,0,0,0,137,0,137,0,0,0,548,0,548
FA18,LP,1-992,IS,502,0,0,0,87,0,87,0,0,0,248,0,248
FA18,LP,1-992,IS,503,0,0,0,18,1,19,0,0,0,72,4,76
FA18,LP,1-992,IS,504,0,0,0,72,0,72,0,0,0,288,0,288
FA18,LP,1-992,IS,505,0,0,0,42,0,42,0,0,0,168,0,168
FA18,LP,1-992,IS,506,0,0,0,60,0,60,0,0,0,240,0,240
FA18,LP,1-992,IS,507,0,0,0,43,0,43,0,0,0,172,0,172
FA18,LP,1-992,IS,508,0,0,0,75,0,75,0,0,0,300,0,300
FA18,LP,1-992,IS,514,0,0,0,21,1,22,0,0,0,68,4,72
FA18,LP,1-992,IS,519,0,0,0,10,1,11,0,0,0,40,4,44
FA18,LP,1-992,IS,531,0,0,0,16,3,19,0,0,0,64,12,76
FA18,LP,1-992,IS,532,0,0,0,156,6,162,0,0,0,624,24,648
FA18,LP,1-992,IS,538,1,0,0,24,0,25,4,0,0,96,0,100
FA18,LP,1-992,IS,540,0,1,0,21,0,22,0,4,0,84,0,88
FA18,LP,1-992,IS,542,0,0,0,139,4,143,0,0,0,556,16,572
FA18,LP,1-992,IS,543,1,0,0,71,1,73,4,0,0,284,4,292
FA18,LP,1-992,IS,546,0,0,0,14,0,14,0,0,0,28,0,28
FA18,LP,1-992,IS,555,0,0,0,31,0,31,0,0,0,124,0,124
FA18,LP,1-992,IS,560,0,0,0,17,0,17,0,0,0,68,0,68
FA18,LP,1-992,IS,561,0,0,0,58,1,59,0,0,0,232,4,236
FA18,LP,1-992,IS,562,0,0,0,20,0,20,0,0,0,80,0,80
FA18,LP,1-992,IS,567,0,0,0,28,1,29,0,0,0,112,4,116
FA18,LP,1-992,IS,569,0,0,0,9,0,9,0,0,0,36,0,36
FA18,LP,1-992,IS,571,0,0,0,4,3,7,0,0,0,16,12,28
FA18,LP,1-992,IS,580,0,0,0,15,0,15,0,0,0,30,0,30
FA18,LP,1-992,IS,581,0,0,0,47,1,48,0,0,0,188,4,192
FA18,LP,1-992,IS,582,0,0,0,16,0,16,0,0,0,64,0,64
FA18,LP,1-992,IS,585,0,0,0,16,0,16,0,0,0,64,0,64
FA18,LP,1-992,IS,586,0,0,0,11,0,11,0,0,0,44,0,44
FA18,LP,1-992,IS,588,0,0,0,1,10,11,0,0,0,4,40,44
FA18,LP,1-992,IS,590,2,0,0,528,26,556,8,0,0,"1,791.00",81,"1,880.00"
FA18,LP,1-992,IS,591,0,0,0,31,0,31,0,0,0,62,0,62
FA18,LP,1-992,IS,592,0,0,0,19,4,23,0,0,0,48,14,62
FA18,LP,1-992,IS,593,0,0,0,1,0,1,0,0,0,4,0,4
FA18,LP,1-992,IS,594,0,0,0,16,0,16,0,0,0,64,0,64
FA18,LP,1-992,IS,599,0,0,0,2,37,39,0,0,0,6,319,325
,,,,,,,,,,,,,,,,
"2. By Term, Subject, and Level",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Term,College,Dept,Subject,Level,Course Enrollment by student level,,,,,,IUs by student level,,,,,
,,,,,Fr/,Junior/,Profnl,Grad 1,Grad 2,Total,Fr/,Junior/,Profnl,Grad 1,Grad 2,Total
,,,,,Soph,Senior,,,,,Soph,Senior,,,,
FA18,LP,1-992,IS,300,0,21,0,0,0,21,0,63,0,0,0,63
FA18,LP,1-992,IS,400,2,38,0,302,9,351,8,150,0,"1,028.00",34,"1,220.00"
FA18,LP,1-992,IS,500,4,1,0,"1,876.00",100,"1,981.00",16,4,0,"6,917.00",546,"7,483.00"
,,,,,,,,,,,,,,,,
3. By Term and Subject,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Term,College,Dept,Subject,Course,Course Enrollment by student level,,,,,,IUs by student level,,,,,
,,,,,Fr/,Junior/,Profnl,Grad 1,Grad 2,Total,Fr/,Junior/,Profnl,Grad 1,Grad 2,Total
,,,,,Soph,Senior,,,,,Soph,Senior,,,,
FA18,LP,1-992,IS,All,6,60,0,"2,178.00",109,"2,353.00",24,217,0,"7,945.00",580,"8,766.00"
,,,,,,,,,,,,,,,,
4. By Subject (All terms),,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Term,College,Dept,Subject,Course,Course Enrollment by student level,,,,,,IUs by student level,,,,,
,,,,,Fr/,Junior/,Profnl,Grad 1,Grad 2,Total,Fr/,Junior/,Profnl,Grad 1,Grad 2,Total
,,,,,Soph,Senior,,,,,Soph,Senior,,,,
All,LP,1-992,IS,All,6,60,0,"2,178.00",109,"2,353.00",24,217,0,"7,945.00",580,"8,766.00"
,,,,,,,,,,,,,,,,
"5. By Term, Department, and Level",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Term,College,Dept,Subject,Level,Course Enrollment by student level,,,,,,IUs by student level,,,,,
,,,,,Fr/,Junior/,Profnl,Grad 1,Grad 2,Total,Fr/,Junior/,Profnl,Grad 1,Grad 2,Total
,,,,,Soph,Senior,,,,,Soph,Senior,,,,
FA18,LP,1-992,All,300,0,21,0,0,0,21,0,63,0,0,0,63
FA18,LP,1-992,All,400,2,38,0,302,9,351,8,150,0,"1,028.00",34,"1,220.00"
FA18,LP,1-992,All,500,4,1,0,"1,876.00",100,"1,981.00",16,4,0,"6,917.00",546,"7,483.00"
,,,,,,,,,,,,,,,,
6. By Term and Department,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Term,College,Dept,Subject,Level,Course Enrollment by student level,,,,,,IUs by student level,,,,,
,,,,,Fr/,Junior/,Profnl,Grad 1,Grad 2,Total,Fr/,Junior/,Profnl,Grad 1,Grad 2,Total
,,,,,Soph,Senior,,,,,Soph,Senior,,,,
FA18,LP,1-992,All,All,6,60,0,"2,178.00",109,"2,353.00",24,217,0,"7,945.00",580,"8,766.00"
,,,,,,,,,,,,,,,,
"7. By Term, College, and Level",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Term,College,Dept,Subject,Level,Course Enrollment by student level,,,,,,IUs by student level,,,,,
,,,,,Fr/,Junior/,Profnl,Grad 1,Grad 2,Total,Fr/,Junior/,Profnl,Grad 1,Grad 2,Total
,,,,,Soph,Senior,,,,,Soph,Senior,,,,
FA18,LP,All,All,300,0,21,0,0,0,21,0,63,0,0,0,63
FA18,LP,All,All,400,2,38,0,302,9,351,8,150,0,"1,028.00",34,"1,220.00"
FA18,LP,All,All,500,4,1,0,"1,876.00",100,"1,981.00",16,4,0,"6,917.00",546,"7,483.00"
,,,,,,,,,,,,,,,,
8. By Term and College,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Term,College,Dept,Subject,Level,Course Enrollment by student level,,,,,,IUs by student level,,,,,
,,,,,Fr/,Junior/,Profnl,Grad 1,Grad 2,Total,Fr/,Junior/,Profnl,Grad 1,Grad 2,Total
,,,,,Soph,Senior,,,,,Soph,Senior,,,,
FA18,LP,All,All,All,6,60,0,"2,178.00",109,"2,353.00",24,217,0,"7,945.00",580,"8,766.00"
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Division of Management Information,,,,,,,,,,,,,,,,
100 Swanlund Administration Building,,,,,,,,,,,,,,,,
"601 East John Street, MC304",,,,,,,,,,,,,,,,
"Champaign, IL 61820",,,,,,,,,,,,,,,,
phone: (217) 333-3551 | fax: (217) 244-2098 | email: dmi@illinois.edu,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
© Copyright 2018 University of Illinois Board of Trustees,,,,,,,,,,,,,,,,
