Division of Management Information Course Information System,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
"Enrollments and IUs by Course, Subject, and Offering Department",,,,,,,,,,,,,,,,
2018-19,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
2018-19 courses are still in progress. Final figures will be available by the end of September.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1. By Term and Course,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Term,College,Dept,Subject,Course,Course Enrollment by student level,,,,,,IUs by student level,,,,,
FA18,KN,1-616,EPSY,595,0,0,0,1,8,9,0,0,0,4,27,31
FA18,KN,1-616,EPSY,599,0,0,0,3,20,23,0,0,0,12,162,174
FA18,KN,1-760,EOL,540,0,0,0,41,2,43,0,0,0,164,8,172
FA18,KN,1-760,EOL,542,0,0,0,14,2,16,0,0,0,56,8,64
FA18,KN,1-760,EOL,543,0,0,0,52,3,55,0,0,0,208,12,220
FA18,KN,1-760,EOL,547,0,0,0,44,5,49,0,0,0,176,20,196
FA18,KN,1-760,EOL,548,0,0,0,2,0,2,0,0,0,8,0,8
FA18,KN,1-760,EOL,549,0,0,0,3,16,19,0,0,0,12,64,76
FA18,KN,1-760,EOL,560,0,0,0,36,14,50,0,0,0,82,30,112
FA18,KN,1-760,EOL,566,0,0,0,3,14,17,0,0,0,12,56,68
FA18,KN,1-760,EOL,570,0,0,0,9,11,20,0,0,0,36,44,80
FA18,KN,1-760,EOL,572,0,0,0,12,12,24,0,0,0,48,48,96
FA18,KN,1-760,EOL,573,0,0,0,17,22,39,0,0,0,68,88,156
FA18,KN,1-760,EOL,576,0,0,0,6,2,8,0,0,0,24,8,32
FA18,KN,1-760,EOL,598,0,0,0,0,11,11,0,0,0,0,46,46
FA18,KN,1-760,EPOL,199,12,7,0,0,0,19,24,14,0,0,0,38
FA18,KN,1-760,EPOL,550,0,0,0,1,97,98,0,0,0,4,388,392
FA18,KN,1-760,EPOL,591,0,0,0,0,20,20,0,0,0,0,80,80
FA18,KN,1-760,EPOL,595,0,0,0,4,19,23,0,0,0,9,70,79
FA18,KN,1-760,EPOL,599,0,0,0,3,94,97,0,0,0,20,629,649
FA18,KN,1-760,EPS,201,10,17,0,1,0,28,30,51,0,3,0,84
FA18,KN,1-760,EPS,202,3,7,0,0,0,10,12,28,0,0,0,40
FA18,KN,1-760,EPS,310,13,73,0,0,0,86,40,188,0,0,0,228
FA18,KN,1-760,EPS,400,1,8,0,10,4,23,3,24,0,40,16,83
FA18,KN,1-760,EPS,402,11,39,0,0,0,50,44,156,0,0,0,200
FA18,KN,1-760,EPS,412,0,1,0,18,6,25,0,3,0,72,24,99
FA18,KN,1-760,EPS,413,0,0,0,16,10,26,0,0,0,64,40,104
FA18,KN,1-760,EPS,420,0,5,0,5,1,11,0,15,0,20,4,39
FA18,KN,1-760,EPS,421,0,8,0,6,0,14,0,24,0,24,0,48
FA18,KN,1-760,EPS,431,1,0,0,19,36,56,4,0,0,76,144,224
FA18,KN,1-760,EPS,506,0,0,0,25,14,39,0,0,0,100,56,156
FA18,KN,1-760,EPS,530,0,0,0,35,35,70,0,0,0,140,140,280
FA18,KN,1-760,EPS,531,0,0,0,4,4,8,0,0,0,16,16,32
FA18,KN,1-760,EPS,533,0,0,0,62,33,95,0,0,0,248,132,380
FA18,KN,1-760,EPS,536,0,0,0,68,71,139,0,0,0,272,284,556
FA18,KN,1-760,EPS,538,0,0,0,30,21,51,0,0,0,120,84,204
FA18,KN,1-760,EPS,575,0,0,0,3,9,12,0,0,0,12,36,48
FA18,KN,1-760,EPS,579,0,0,0,4,6,10,0,0,0,16,24,40
FA18,KN,1-760,EPS,590,0,0,0,6,9,15,0,0,0,24,36,60
FA18,KN,1-760,HRD,400,0,5,0,19,15,39,0,15,0,76,60,151
FA18,KN,1-760,HRD,411,0,5,0,51,14,70,0,15,0,204,56,275
FA18,KN,1-760,HRD,472,0,8,0,31,9,48,0,24,0,124,36,184
FA18,KN,1-760,HRD,475,2,6,0,5,0,13,6,18,0,20,0,44
FA18,KN,1-760,HRD,492,0,2,0,0,0,2,0,8,0,0,0,8
FA18,KN,1-760,HRD,532,0,0,0,19,7,26,0,0,0,76,28,104
FA18,KN,1-760,HRD,533,0,0,0,19,9,28,0,0,0,76,36,112
FA18,KN,1-760,HRD,572,0,0,0,24,41,65,0,0,0,96,164,260
FA18,KN,1-760,HRD,590,0,0,0,1,7,8,0,0,0,4,28,32
FA18,KN,1-760,HRD,592,0,0,0,1,21,22,0,0,0,4,84,88
,,,,,,,,,,,,,,,,
"2. By Term, Subject, and Level",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Term,College,Dept,Subject,Level,Course Enrollment by student level,,,,,,IUs by student level,,,,,
,,,,,Fr/,Junior/,Profnl,Grad 1,Grad 2,Total,Fr/,Junior/,Profnl,Grad 1,Grad 2,Total
,,,,,Soph,Senior,,,,,Soph,Senior,,,,
FA18,KN,1-335,EDUC,100,153,0,0,0,0,153,153,0,0,0,0,153
FA18,KN,1-335,EDUC,200,205,71,0,0,0,276,615,213,0,0,0,828
FA18,KN,1-541,EDPR,200,0,138,0,0,0,138,30,666,0,36,0,732
FA18,KN,1-541,EDPR,400,0,83,0,26,0,109,0,428,0,106,0,534
FA18,KN,1-541,EDPR,500,0,0,0,3,0,3,0,0,0,12,0,12
FA18,KN,1-570,SPED,100,224,471,0,0,0,695,672,"1,407.00",0,0,0,"2,079.00"
FA18,KN,1-570,SPED,400,3,396,0,69,0,468,6,"1,203.00",0,221,0,"1,430.00"
FA18,KN,1-570,SPED,500,0,0,0,28,42,70,0,0,0,100,143,243
FA18,KN,1-613,CI,100,3,10,0,0,0,13,6,20,0,0,0,26
FA18,KN,1-613,CI,200,13,8,0,0,0,21,39,24,0,0,0,63
FA18,KN,1-613,CI,400,100,714,0,76,10,900,301,"2,151.00",0,255,39,"2,746.00"
FA18,KN,1-613,CI,500,0,1,0,73,109,183,0,4,0,254,510,768
FA18,KN,1-616,EPSY,200,306,167,0,3,0,476,912,467,0,9,0,"1,388.00"
FA18,KN,1-616,EPSY,300,7,10,0,0,0,17,13,19,0,0,0,32
FA18,KN,1-616,EPSY,400,16,158,0,40,33,247,55,535,0,150,130,870
FA18,KN,1-616,EPSY,500,0,3,0,35,167,205,0,12,0,134,694,840
FA18,KN,1-760,EOL,500,0,0,0,239,114,353,0,0,0,894,432,"1,326.00"
FA18,KN,1-760,EPOL,100,12,7,0,0,0,19,24,14,0,0,0,38
FA18,KN,1-760,EPOL,500,0,0,0,8,230,238,0,0,0,33,"1,167.00","1,200.00"
FA18,KN,1-760,EPS,200,13,24,0,1,0,38,42,79,0,3,0,124
FA18,KN,1-760,EPS,300,13,73,0,0,0,86,40,188,0,0,0,228
FA18,KN,1-760,EPS,400,13,61,0,74,57,205,51,222,0,296,228,797
FA18,KN,1-760,EPS,500,0,0,0,237,202,439,0,0,0,948,808,"1,756.00"
FA18,KN,1-760,HRD,400,2,26,0,106,38,172,6,80,0,424,152,662
FA18,KN,1-760,HRD,500,0,0,0,64,85,149,0,0,0,256,340,596
,,,,,,,,,,,,,,,,
3. By Term and Subject,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Term,College,Dept,Subject,Course,Course Enrollment by student level,,,,,,IUs by student level,,,,,
,,,,,Fr/,Junior/,Profnl,Grad 1,Grad 2,Total,Fr/,Junior/,Profnl,Grad 1,Grad 2,Total
,,,,,Soph,Senior,,,,,Soph,Senior,,,,
FA18,KN,1-335,EDUC,All,358,71,0,0,0,429,768,213,0,0,0,981
FA18,KN,1-541,EDPR,All,0,221,0,29,0,250,30,"1,094.00",0,154,0,"1,278.00"
FA18,KN,1-570,SPED,All,227,867,0,97,42,"1,233.00",678,"2,610.00",0,321,143,"3,752.00"
FA18,KN,1-613,CI,All,116,733,0,149,119,"1,117.00",346,"2,199.00",0,509,549,"3,603.00"
FA18,KN,1-616,EPSY,All,329,338,0,78,200,945,980,"1,033.00",0,293,824,"3,130.00"
FA18,KN,1-760,EOL,All,0,0,0,239,114,353,0,0,0,894,432,"1,326.00"
FA18,KN,1-760,EPOL,All,12,7,0,8,230,257,24,14,0,33,"1,167.00","1,238.00"
FA18,KN,1-760,EPS,All,39,158,0,312,259,768,133,489,0,"1,247.00","1,036.00","2,905.00"
FA18,KN,1-760,HRD,All,2,26,0,170,123,321,6,80,0,680,492,"1,258.00"
,,,,,,,,,,,,,,,,
4. By Subject (All terms),,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Term,College,Dept,Subject,Course,Course Enrollment by student level,,,,,,IUs by student level,,,,,
,,,,,Fr/,Junior/,Profnl,Grad 1,Grad 2,Total,Fr/,Junior/,Profnl,Grad 1,Grad 2,Total
,,,,,Soph,Senior,,,,,Soph,Senior,,,,
All,KN,1-335,EDUC,All,358,71,0,0,0,429,768,213,0,0,0,981
All,KN,1-541,EDPR,All,0,221,0,29,0,250,30,"1,094.00",0,154,0,"1,278.00"
All,KN,1-570,SPED,All,227,867,0,97,42,"1,233.00",678,"2,610.00",0,321,143,"3,752.00"
All,KN,1-613,CI,All,116,733,0,149,119,"1,117.00",346,"2,199.00",0,509,549,"3,603.00"
All,KN,1-616,EPSY,All,329,338,0,78,200,945,980,"1,033.00",0,293,824,"3,130.00"
All,KN,1-760,EOL,All,0,0,0,239,114,353,0,0,0,894,432,"1,326.00"
All,KN,1-760,EPOL,All,12,7,0,8,230,257,24,14,0,33,"1,167.00","1,238.00"
All,KN,1-760,EPS,All,39,158,0,312,259,768,133,489,0,"1,247.00","1,036.00","2,905.00"
All,KN,1-760,HRD,All,2,26,0,170,123,321,6,80,0,680,492,"1,258.00"
,,,,,,,,,,,,,,,,
"5. By Term, Department, and Level",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Term,College,Dept,Subject,Level,Course Enrollment by student level,,,,,,IUs by student level,,,,,
,,,,,Fr/,Junior/,Profnl,Grad 1,Grad 2,Total,Fr/,Junior/,Profnl,Grad 1,Grad 2,Total
,,,,,Soph,Senior,,,,,Soph,Senior,,,,
FA18,KN,1-335,All,100,153,0,0,0,0,153,153,0,0,0,0,153
FA18,KN,1-335,All,200,205,71,0,0,0,276,615,213,0,0,0,828
FA18,KN,1-541,All,200,0,138,0,0,0,138,30,666,0,36,0,732
FA18,KN,1-541,All,400,0,83,0,26,0,109,0,428,0,106,0,534
FA18,KN,1-541,All,500,0,0,0,3,0,3,0,0,0,12,0,12
FA18,KN,1-570,All,100,224,471,0,0,0,695,672,"1,407.00",0,0,0,"2,079.00"
FA18,KN,1-570,All,400,3,396,0,69,0,468,6,"1,203.00",0,221,0,"1,430.00"
FA18,KN,1-570,All,500,0,0,0,28,42,70,0,0,0,100,143,243
FA18,KN,1-613,All,100,3,10,0,0,0,13,6,20,0,0,0,26
FA18,KN,1-613,All,200,13,8,0,0,0,21,39,24,0,0,0,63
FA18,KN,1-613,All,400,100,714,0,76,10,900,301,"2,151.00",0,255,39,"2,746.00"
FA18,KN,1-613,All,500,0,1,0,73,109,183,0,4,0,254,510,768
FA18,KN,1-616,All,200,306,167,0,3,0,476,912,467,0,9,0,"1,388.00"
FA18,KN,1-616,All,300,7,10,0,0,0,17,13,19,0,0,0,32
FA18,KN,1-616,All,400,16,158,0,40,33,247,55,535,0,150,130,870
FA18,KN,1-616,All,500,0,3,0,35,167,205,0,12,0,134,694,840
FA18,KN,1-760,All,100,12,7,0,0,0,19,24,14,0,0,0,38
FA18,KN,1-760,All,200,13,24,0,1,0,38,42,79,0,3,0,124
FA18,KN,1-760,All,300,13,73,0,0,0,86,40,188,0,0,0,228
FA18,KN,1-760,All,400,15,87,0,180,95,377,57,302,0,720,380,"1,459.00"
FA18,KN,1-760,All,500,0,0,0,548,631,"1,179.00",0,0,0,"2,131.00","2,747.00","4,878.00"
,,,,,,,,,,,,,,,,
6. By Term and Department,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Term,College,Dept,Subject,Level,Course Enrollment by student level,,,,,,IUs by student level,,,,,
,,,,,Fr/,Junior/,Profnl,Grad 1,Grad 2,Total,Fr/,Junior/,Profnl,Grad 1,Grad 2,Total
,,,,,Soph,Senior,,,,,Soph,Senior,,,,
FA18,KN,1-335,All,All,358,71,0,0,0,429,768,213,0,0,0,981
FA18,KN,1-541,All,All,0,221,0,29,0,250,30,"1,094.00",0,154,0,"1,278.00"
FA18,KN,1-570,All,All,227,867,0,97,42,"1,233.00",678,"2,610.00",0,321,143,"3,752.00"
FA18,KN,1-613,All,All,116,733,0,149,119,"1,117.00",346,"2,199.00",0,509,549,"3,603.00"
FA18,KN,1-616,All,All,329,338,0,78,200,945,980,"1,033.00",0,293,824,"3,130.00"
FA18,KN,1-760,All,All,53,191,0,729,726,"1,699.00",163,583,0,"2,854.00","3,127.00","6,727.00"
,,,,,,,,,,,,,,,,
"7. By Term, College, and Level",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Term,College,Dept,Subject,Level,Course Enrollment by student level,,,,,,IUs by student level,,,,,
,,,,,Fr/,Junior/,Profnl,Grad 1,Grad 2,Total,Fr/,Junior/,Profnl,Grad 1,Grad 2,Total
,,,,,Soph,Senior,,,,,Soph,Senior,,,,
FA18,KN,All,All,100,392,488,0,0,0,880,855,"1,441.00",0,0,0,"2,296.00"
FA18,KN,All,All,200,537,408,0,4,0,949,"1,638.00","1,449.00",0,48,0,"3,135.00"
FA18,KN,All,All,300,20,83,0,0,0,103,53,207,0,0,0,260
FA18,KN,All,All,400,134,"1,438.00",0,391,138,"2,101.00",419,"4,619.00",0,"1,452.00",549,"7,039.00"
FA18,KN,All,All,500,0,4,0,687,949,"1,640.00",0,16,0,"2,631.00","4,094.00","6,741.00"
,,,,,,,,,,,,,,,,
8. By Term and College,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Term,College,Dept,Subject,Level,Course Enrollment by student level,,,,,,IUs by student level,,,,,
,,,,,Fr/,Junior/,Profnl,Grad 1,Grad 2,Total,Fr/,Junior/,Profnl,Grad 1,Grad 2,Total
,,,,,Soph,Senior,,,,,Soph,Senior,,,,
FA18,KN,All,All,All,"1,083.00","2,421.00",0,"1,082.00","1,087.00","5,673.00","2,965.00","7,732.00",0,"4,131.00","4,643.00","19,471.00"
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Division of Management Information,,,,,,,,,,,,,,,,
100 Swanlund Administration Building,,,,,,,,,,,,,,,,
"601 East John Street, MC304",,,,,,,,,,,,,,,,
"Champaign, IL 61820",,,,,,,,,,,,,,,,
phone: (217) 333-3551 | fax: (217) 244-2098 | email: dmi@illinois.edu,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
© Copyright 2018 University of Illinois Board of Trustees,,,,,,,,,,,,,,,,
